student_id,school,year_enrollment,project
1214341,Medicine,21,Undergraduate
1214342,Engineering,21,Undergraduate
1214343,"Literature, Science, and the Arts",21,Undergraduate
1214344,"Literature, Science, and the Arts",21,Undergraduate
1214345,"Literature, Science, and the Arts",21,Undergraduate
1214346,"Literature, Science, and the Arts",21,Undergraduate
1214347,"Literature, Science, and the Arts",21,Undergraduate
1214348,"Literature, Science, and the Arts",21,Undergraduate
1214349,"Literature, Science, and the Arts",21,Undergraduate
1214350,Medicine,21,Undergraduate
1214351,"Literature, Science, and the Arts",21,Undergraduate
1214352,"Literature, Science, and the Arts",21,Undergraduate
1214353,Medicine,21,Undergraduate
1214354,"Literature, Science, and the Arts",21,Undergraduate
1214355,Education,21,Undergraduate
1214356,Education,21,Undergraduate
1214357,"Literature, Science, and the Arts",21,Undergraduate
1214358,"Literature, Science, and the Arts",21,Undergraduate
1214359,"Literature, Science, and the Arts",21,Undergraduate
1214360,Engineering,21,Undergraduate
1214361,Education,21,Undergraduate
1214362,Medicine,21,Undergraduate
1214363,"Literature, Science, and the Arts",21,Undergraduate
1214364,"Literature, Science, and the Arts",21,Undergraduate
1214365,Engineering,21,Undergraduate
1214366,"Literature, Science, and the Arts",21,Undergraduate
1214367,Engineering,21,Undergraduate
1214368,Engineering,21,Undergraduate
1214369,"Literature, Science, and the Arts",21,Undergraduate
1214370,Engineering,21,Undergraduate
1214371,Education,21,Undergraduate
1214372,Education,21,Undergraduate
1214373,"Literature, Science, and the Arts",21,Undergraduate
1214374,Engineering,21,Undergraduate
1214375,Engineering,21,Undergraduate
1214376,"Literature, Science, and the Arts",21,Undergraduate
1214377,"Literature, Science, and the Arts",21,Undergraduate
1214378,"Literature, Science, and the Arts",21,Undergraduate
1214379,Education,21,Undergraduate
1214380,"Literature, Science, and the Arts",21,Undergraduate
1214381,Education,21,Undergraduate
1214382,"Literature, Science, and the Arts",21,Undergraduate
1214383,Engineering,21,Undergraduate
1214384,Medicine,21,Undergraduate
1214385,"Literature, Science, and the Arts",21,Undergraduate
1214386,"Literature, Science, and the Arts",21,Undergraduate
1214387,"Literature, Science, and the Arts",21,Undergraduate
1214388,"Literature, Science, and the Arts",21,Undergraduate
1214389,"Literature, Science, and the Arts",21,Undergraduate
1214390,Engineering,21,Undergraduate
1214391,"Literature, Science, and the Arts",21,Undergraduate
1214392,Education,21,Undergraduate
1214393,"Literature, Science, and the Arts",21,Undergraduate
1214394,"Literature, Science, and the Arts",21,Undergraduate
1214395,"Literature, Science, and the Arts",21,Undergraduate
1214396,Medicine,21,Undergraduate
1214397,Medicine,21,Undergraduate
1214398,Education,21,Undergraduate
1214399,"Literature, Science, and the Arts",21,Undergraduate
1214400,"Literature, Science, and the Arts",21,Undergraduate
1214401,"Literature, Science, and the Arts",21,Undergraduate
1214402,Engineering,21,Undergraduate
1214403,Education,21,Undergraduate
1214404,"Literature, Science, and the Arts",21,Undergraduate
1214405,Medicine,21,Undergraduate
1214406,"Literature, Science, and the Arts",21,Undergraduate
1214407,Engineering,21,Undergraduate
1214408,"Literature, Science, and the Arts",21,Undergraduate
1214409,"Literature, Science, and the Arts",21,Undergraduate
1214410,"Literature, Science, and the Arts",21,Undergraduate
1214411,"Literature, Science, and the Arts",21,Undergraduate
1214412,"Literature, Science, and the Arts",21,Undergraduate
1214413,"Literature, Science, and the Arts",21,Undergraduate
1214414,Engineering,21,Undergraduate
1214415,"Literature, Science, and the Arts",21,Undergraduate
1214416,"Literature, Science, and the Arts",21,Undergraduate
1214417,Engineering,21,Undergraduate
1214418,"Literature, Science, and the Arts",21,Undergraduate
1214419,Education,21,Undergraduate
1214420,"Literature, Science, and the Arts",21,Undergraduate
1214421,"Literature, Science, and the Arts",21,Undergraduate
1214422,"Literature, Science, and the Arts",21,Undergraduate
1214423,"Literature, Science, and the Arts",21,Undergraduate
1214424,"Literature, Science, and the Arts",21,Undergraduate
1220000,"Literature, Science, and the Arts",22,Undergraduate
1220001,Education,22,Undergraduate
1220002,Education,22,Undergraduate
1220003,"Literature, Science, and the Arts",22,Undergraduate
1220004,Education,22,Undergraduate
1220005,"Literature, Science, and the Arts",22,Undergraduate
1220006,"Literature, Science, and the Arts",22,Undergraduate
1220007,Medicine,22,Undergraduate
1220008,Medicine,22,Undergraduate
1220009,Education,22,Undergraduate
1220010,"Literature, Science, and the Arts",22,Undergraduate
1220011,"Literature, Science, and the Arts",22,Undergraduate
1220012,Education,22,Undergraduate
1220013,"Literature, Science, and the Arts",22,Undergraduate
1220014,Education,22,Undergraduate
1220015,"Literature, Science, and the Arts",22,Undergraduate
1220016,"Literature, Science, and the Arts",22,Undergraduate
1220017,Education,22,Undergraduate
1220018,Engineering,22,Undergraduate
1220019,"Literature, Science, and the Arts",22,Undergraduate
1220020,"Literature, Science, and the Arts",22,Undergraduate
1220021,"Literature, Science, and the Arts",22,Undergraduate
1220022,"Literature, Science, and the Arts",22,Undergraduate
1220023,"Literature, Science, and the Arts",22,Undergraduate
1220024,Education,22,Undergraduate
1220025,"Literature, Science, and the Arts",22,Undergraduate
1220026,Engineering,22,Undergraduate
1220027,"Literature, Science, and the Arts",22,Undergraduate
1220028,"Literature, Science, and the Arts",22,Undergraduate
1220029,Engineering,22,Undergraduate
1220030,Medicine,22,Undergraduate
1220031,"Literature, Science, and the Arts",22,Undergraduate
1220032,"Literature, Science, and the Arts",22,Undergraduate
1220033,"Literature, Science, and the Arts",22,Undergraduate
1220034,"Literature, Science, and the Arts",22,Undergraduate
1220035,Medicine,22,Undergraduate
1220036,"Literature, Science, and the Arts",22,Undergraduate
1220037,"Literature, Science, and the Arts",22,Undergraduate
1220038,"Literature, Science, and the Arts",22,Undergraduate
1220039,Education,22,Undergraduate
1220040,"Literature, Science, and the Arts",22,Undergraduate
1220041,"Literature, Science, and the Arts",22,Undergraduate
1220042,"Literature, Science, and the Arts",22,Undergraduate
1220043,Education,22,Undergraduate
1220044,"Literature, Science, and the Arts",22,Undergraduate
1220045,Engineering,22,Undergraduate
1220046,"Literature, Science, and the Arts",22,Undergraduate
1220047,"Literature, Science, and the Arts",22,Undergraduate
1220048,"Literature, Science, and the Arts",22,Undergraduate
1220049,"Literature, Science, and the Arts",22,Undergraduate
1220050,"Literature, Science, and the Arts",22,Undergraduate
1220051,"Literature, Science, and the Arts",22,Undergraduate
1220052,"Literature, Science, and the Arts",22,Undergraduate
1220053,Medicine,22,Undergraduate
1220054,Engineering,22,Undergraduate
1220055,Engineering,22,Undergraduate
1220056,Engineering,22,Undergraduate
1220057,"Literature, Science, and the Arts",22,Undergraduate
1220058,Medicine,22,Undergraduate
1220059,Engineering,22,Undergraduate
1220060,"Literature, Science, and the Arts",22,Undergraduate
1220061,"Literature, Science, and the Arts",22,Undergraduate
1220062,"Literature, Science, and the Arts",22,Undergraduate
1220063,"Literature, Science, and the Arts",22,Undergraduate
1220064,Engineering,22,Undergraduate
1220065,"Literature, Science, and the Arts",22,Undergraduate
1220066,"Literature, Science, and the Arts",22,Undergraduate
1220067,Education,22,Undergraduate
1220068,"Literature, Science, and the Arts",22,Undergraduate
1220069,Education,22,Undergraduate
1220070,"Literature, Science, and the Arts",22,Undergraduate
1220071,"Literature, Science, and the Arts",22,Undergraduate
1220072,"Literature, Science, and the Arts",22,Undergraduate
1220073,"Literature, Science, and the Arts",22,Undergraduate
1220074,"Literature, Science, and the Arts",22,Undergraduate
1220075,"Literature, Science, and the Arts",22,Undergraduate
1220076,Education,22,Undergraduate
1220077,"Literature, Science, and the Arts",22,Undergraduate
1220078,"Literature, Science, and the Arts",22,Undergraduate
1220079,"Literature, Science, and the Arts",22,Undergraduate
1220080,"Literature, Science, and the Arts",22,Undergraduate
1220081,Engineering,22,Undergraduate
1220082,"Literature, Science, and the Arts",22,Undergraduate
1220083,"Literature, Science, and the Arts",22,Undergraduate
1220084,"Literature, Science, and the Arts",22,Undergraduate
1220085,"Literature, Science, and the Arts",22,Undergraduate
1220086,Medicine,22,Undergraduate
1220087,"Literature, Science, and the Arts",22,Undergraduate
1220088,"Literature, Science, and the Arts",22,Undergraduate
1220089,"Literature, Science, and the Arts",22,Undergraduate
1220090,Education,22,Undergraduate
1220091,Engineering,22,Undergraduate
1220092,"Literature, Science, and the Arts",22,Undergraduate
1220093,Education,22,Undergraduate
1220094,"Literature, Science, and the Arts",22,Undergraduate
1220095,"Literature, Science, and the Arts",22,Undergraduate
1220096,"Literature, Science, and the Arts",22,Undergraduate
1220097,"Literature, Science, and the Arts",22,Undergraduate
1220098,Engineering,22,Undergraduate
1220099,Medicine,22,Undergraduate
1220100,"Literature, Science, and the Arts",22,Undergraduate
1220101,"Literature, Science, and the Arts",22,Undergraduate
1220102,"Literature, Science, and the Arts",22,Undergraduate
1220103,Education,22,Undergraduate
1220104,"Literature, Science, and the Arts",22,Undergraduate
1220105,"Literature, Science, and the Arts",22,Undergraduate
1220106,"Literature, Science, and the Arts",22,Undergraduate
1220107,"Literature, Science, and the Arts",22,Undergraduate
1220108,"Literature, Science, and the Arts",22,Undergraduate
1220109,Education,22,Undergraduate
1220110,Engineering,22,Undergraduate
1220111,"Literature, Science, and the Arts",22,Undergraduate
1220112,"Literature, Science, and the Arts",22,Undergraduate
1220113,"Literature, Science, and the Arts",22,Undergraduate
1220114,"Literature, Science, and the Arts",22,Undergraduate
1220115,"Literature, Science, and the Arts",22,Undergraduate
1220116,"Literature, Science, and the Arts",22,Undergraduate
1220117,"Literature, Science, and the Arts",22,Undergraduate
1220118,"Literature, Science, and the Arts",22,Undergraduate
1220119,Engineering,22,Undergraduate
1220120,"Literature, Science, and the Arts",22,Undergraduate
1220121,"Literature, Science, and the Arts",22,Undergraduate
1220122,"Literature, Science, and the Arts",22,Undergraduate
1220123,Engineering,22,Undergraduate
1220124,"Literature, Science, and the Arts",22,Undergraduate
1220125,"Literature, Science, and the Arts",22,Undergraduate
1220126,"Literature, Science, and the Arts",22,Undergraduate
1220127,"Literature, Science, and the Arts",22,Undergraduate
1220128,Engineering,22,Undergraduate
1220129,"Literature, Science, and the Arts",22,Undergraduate
1220130,Engineering,22,Undergraduate
1220131,"Literature, Science, and the Arts",22,Undergraduate
1220132,Engineering,22,Undergraduate
1220133,Education,22,Undergraduate
1220134,"Literature, Science, and the Arts",22,Undergraduate
1220135,"Literature, Science, and the Arts",22,Undergraduate
1220136,"Literature, Science, and the Arts",22,Undergraduate
1220137,"Literature, Science, and the Arts",22,Undergraduate
1220138,"Literature, Science, and the Arts",22,Undergraduate
1220139,"Literature, Science, and the Arts",22,Undergraduate
1220140,"Literature, Science, and the Arts",22,Undergraduate
1220141,Engineering,22,Undergraduate
1220142,Education,22,Undergraduate
1220143,"Literature, Science, and the Arts",22,Undergraduate
1220144,"Literature, Science, and the Arts",22,Undergraduate
1220145,"Literature, Science, and the Arts",22,Undergraduate
1220146,Engineering,22,Undergraduate
1220147,"Literature, Science, and the Arts",22,Undergraduate
1220148,"Literature, Science, and the Arts",22,Undergraduate
1220149,"Literature, Science, and the Arts",22,Undergraduate
1220150,Education,22,Undergraduate
1220151,Medicine,22,Undergraduate
1220152,"Literature, Science, and the Arts",22,Undergraduate
1220153,Education,22,Undergraduate
1220154,"Literature, Science, and the Arts",22,Undergraduate
1220155,Education,22,Undergraduate
1220156,Education,22,Undergraduate
1220157,Medicine,22,Undergraduate
1220158,"Literature, Science, and the Arts",22,Undergraduate
1220159,Medicine,22,Undergraduate
1220160,Engineering,22,Undergraduate
1220161,Medicine,22,Undergraduate
1220162,"Literature, Science, and the Arts",22,Undergraduate
1220163,"Literature, Science, and the Arts",22,Undergraduate
1220164,"Literature, Science, and the Arts",22,Undergraduate
1220165,"Literature, Science, and the Arts",22,Undergraduate
1220166,"Literature, Science, and the Arts",22,Undergraduate
1220167,"Literature, Science, and the Arts",22,Undergraduate
1220168,"Literature, Science, and the Arts",22,Undergraduate
1220169,"Literature, Science, and the Arts",22,Undergraduate
1220170,Engineering,22,Undergraduate
1220171,"Literature, Science, and the Arts",22,Undergraduate
1220172,"Literature, Science, and the Arts",22,Undergraduate
1220173,Medicine,22,Undergraduate
1220174,"Literature, Science, and the Arts",22,Undergraduate
1220175,Medicine,22,Undergraduate
1220176,"Literature, Science, and the Arts",22,Undergraduate
1220177,"Literature, Science, and the Arts",22,Undergraduate
1220178,"Literature, Science, and the Arts",22,Undergraduate
1220179,"Literature, Science, and the Arts",22,Undergraduate
1220180,Medicine,22,Undergraduate
1220181,Engineering,22,Undergraduate
1220182,Education,22,Undergraduate
1220183,"Literature, Science, and the Arts",22,Undergraduate
1220184,"Literature, Science, and the Arts",22,Undergraduate
1220185,"Literature, Science, and the Arts",22,Undergraduate
1220186,"Literature, Science, and the Arts",22,Undergraduate
1220187,"Literature, Science, and the Arts",22,Undergraduate
1220188,"Literature, Science, and the Arts",22,Undergraduate
1220189,"Literature, Science, and the Arts",22,Undergraduate
1220190,"Literature, Science, and the Arts",22,Undergraduate
1220191,"Literature, Science, and the Arts",22,Undergraduate
1220192,Medicine,22,Undergraduate
1220193,Medicine,22,Undergraduate
1220194,"Literature, Science, and the Arts",22,Undergraduate
1220195,Engineering,22,Undergraduate
1220196,"Literature, Science, and the Arts",22,Undergraduate
1220197,"Literature, Science, and the Arts",22,Undergraduate
1220198,"Literature, Science, and the Arts",22,Undergraduate
1220199,"Literature, Science, and the Arts",22,Undergraduate
1220200,Medicine,22,Undergraduate
1220201,"Literature, Science, and the Arts",22,Undergraduate
1220202,"Literature, Science, and the Arts",22,Undergraduate
1220203,Medicine,22,Undergraduate
1220204,Engineering,22,Undergraduate
1220205,Engineering,22,Undergraduate
1220206,"Literature, Science, and the Arts",22,Undergraduate
1220207,"Literature, Science, and the Arts",22,Undergraduate
1220208,Education,22,Undergraduate
1220209,"Literature, Science, and the Arts",22,Undergraduate
1220210,"Literature, Science, and the Arts",22,Undergraduate
1220211,"Literature, Science, and the Arts",22,Undergraduate
1220212,"Literature, Science, and the Arts",22,Undergraduate
1220213,"Literature, Science, and the Arts",22,Undergraduate
1220214,"Literature, Science, and the Arts",22,Undergraduate
1220215,"Literature, Science, and the Arts",22,Undergraduate
1220216,Medicine,22,Undergraduate
1220217,"Literature, Science, and the Arts",22,Undergraduate
1220218,Medicine,22,Undergraduate
1220219,"Literature, Science, and the Arts",22,Undergraduate
1220220,Education,22,Undergraduate
1220221,"Literature, Science, and the Arts",22,Undergraduate
1220222,"Literature, Science, and the Arts",22,Undergraduate
1220223,"Literature, Science, and the Arts",22,Undergraduate
1220224,"Literature, Science, and the Arts",22,Undergraduate
1220225,Medicine,22,Undergraduate
1220226,"Literature, Science, and the Arts",22,Undergraduate
1220227,Education,22,Undergraduate
1220228,"Literature, Science, and the Arts",22,Undergraduate
1220229,"Literature, Science, and the Arts",22,Undergraduate
1220230,Engineering,22,Undergraduate
1220231,"Literature, Science, and the Arts",22,Undergraduate
1220232,"Literature, Science, and the Arts",22,Undergraduate
1220233,"Literature, Science, and the Arts",22,Undergraduate
1220234,"Literature, Science, and the Arts",22,Undergraduate
1220235,Engineering,22,Undergraduate
1220236,"Literature, Science, and the Arts",22,Undergraduate
1220237,"Literature, Science, and the Arts",22,Undergraduate
1220238,"Literature, Science, and the Arts",22,Undergraduate
1220239,"Literature, Science, and the Arts",22,Undergraduate
1220240,Engineering,22,Undergraduate
1220241,"Literature, Science, and the Arts",22,Undergraduate
1220242,"Literature, Science, and the Arts",22,Undergraduate
1220243,"Literature, Science, and the Arts",22,Undergraduate
1220244,"Literature, Science, and the Arts",22,Undergraduate
1220245,"Literature, Science, and the Arts",22,Undergraduate
1220246,"Literature, Science, and the Arts",22,Undergraduate
1220247,"Literature, Science, and the Arts",22,Undergraduate
1220248,Engineering,22,Undergraduate
1220249,"Literature, Science, and the Arts",22,Undergraduate
1220250,"Literature, Science, and the Arts",22,Undergraduate
1220251,"Literature, Science, and the Arts",22,Undergraduate
1220252,Medicine,22,Undergraduate
1220253,"Literature, Science, and the Arts",22,Undergraduate
1220254,Education,22,Undergraduate
1220255,Medicine,22,Undergraduate
1220256,Education,22,Undergraduate
1220257,"Literature, Science, and the Arts",22,Undergraduate
1220258,"Literature, Science, and the Arts",22,Undergraduate
1220259,"Literature, Science, and the Arts",22,Undergraduate
1220260,Education,22,Undergraduate
1220261,"Literature, Science, and the Arts",22,Undergraduate
1220262,Education,22,Undergraduate
1220263,Engineering,22,Undergraduate
1220264,"Literature, Science, and the Arts",22,Undergraduate
1220265,"Literature, Science, and the Arts",22,Undergraduate
1220266,"Literature, Science, and the Arts",22,Undergraduate
1220267,Medicine,22,Undergraduate
1220268,"Literature, Science, and the Arts",22,Undergraduate
1220269,Medicine,22,Undergraduate
1220270,"Literature, Science, and the Arts",22,Undergraduate
1220271,"Literature, Science, and the Arts",22,Undergraduate
1220272,"Literature, Science, and the Arts",22,Undergraduate
1220273,"Literature, Science, and the Arts",22,Undergraduate
1220274,"Literature, Science, and the Arts",22,Undergraduate
1220275,"Literature, Science, and the Arts",22,Undergraduate
1220276,Engineering,22,Undergraduate
1220277,"Literature, Science, and the Arts",22,Undergraduate
1220278,"Literature, Science, and the Arts",22,Undergraduate
1220279,"Literature, Science, and the Arts",22,Undergraduate
1220280,"Literature, Science, and the Arts",22,Undergraduate
1220281,Education,22,Undergraduate
1220282,"Literature, Science, and the Arts",22,Undergraduate
1220283,"Literature, Science, and the Arts",22,Undergraduate
1220284,"Literature, Science, and the Arts",22,Undergraduate
1220285,"Literature, Science, and the Arts",22,Undergraduate
1220286,Engineering,22,Undergraduate
1220287,"Literature, Science, and the Arts",22,Undergraduate
1220288,"Literature, Science, and the Arts",22,Undergraduate
1220289,Engineering,22,Undergraduate
1220290,"Literature, Science, and the Arts",22,Undergraduate
1220291,"Literature, Science, and the Arts",22,Undergraduate
1220292,Engineering,22,Undergraduate
1220293,Engineering,22,Undergraduate
1220294,Engineering,22,Undergraduate
1220295,"Literature, Science, and the Arts",22,Undergraduate
1220296,"Literature, Science, and the Arts",22,Undergraduate
1220297,"Literature, Science, and the Arts",22,Undergraduate
1220298,Medicine,22,Undergraduate
1220299,"Literature, Science, and the Arts",22,Undergraduate
1220300,"Literature, Science, and the Arts",22,Undergraduate
1220301,"Literature, Science, and the Arts",22,Undergraduate
1220302,"Literature, Science, and the Arts",22,Undergraduate
1220303,"Literature, Science, and the Arts",22,Undergraduate
1220304,"Literature, Science, and the Arts",22,Undergraduate
1220305,"Literature, Science, and the Arts",22,Undergraduate
1220306,"Literature, Science, and the Arts",22,Undergraduate
1220307,"Literature, Science, and the Arts",22,Undergraduate
1220308,"Literature, Science, and the Arts",22,Undergraduate
1220309,"Literature, Science, and the Arts",22,Undergraduate
1220310,Education,22,Undergraduate
1220311,Medicine,22,Undergraduate
1220312,"Literature, Science, and the Arts",22,Undergraduate
1220313,"Literature, Science, and the Arts",22,Undergraduate
1220314,Medicine,22,Undergraduate
1220315,"Literature, Science, and the Arts",22,Undergraduate
1220316,"Literature, Science, and the Arts",22,Undergraduate
1220317,"Literature, Science, and the Arts",22,Undergraduate
1220318,"Literature, Science, and the Arts",22,Undergraduate
1220319,"Literature, Science, and the Arts",22,Undergraduate
1220320,"Literature, Science, and the Arts",22,Undergraduate
1220321,Engineering,22,Undergraduate
1220322,"Literature, Science, and the Arts",22,Undergraduate
1220323,"Literature, Science, and the Arts",22,Undergraduate
1220324,"Literature, Science, and the Arts",22,Undergraduate
1220325,"Literature, Science, and the Arts",22,Undergraduate
1220326,"Literature, Science, and the Arts",22,Undergraduate
1220327,"Literature, Science, and the Arts",22,Undergraduate
1220328,"Literature, Science, and the Arts",22,Undergraduate
1220329,"Literature, Science, and the Arts",22,Undergraduate
1220330,Education,22,Undergraduate
1220331,"Literature, Science, and the Arts",22,Undergraduate
1220332,"Literature, Science, and the Arts",22,Undergraduate
1220333,"Literature, Science, and the Arts",22,Undergraduate
1220334,"Literature, Science, and the Arts",22,Undergraduate
1220335,"Literature, Science, and the Arts",22,Undergraduate
1220336,"Literature, Science, and the Arts",22,Undergraduate
1220337,"Literature, Science, and the Arts",22,Undergraduate
1220338,"Literature, Science, and the Arts",22,Undergraduate
1220339,Engineering,22,Undergraduate
1220340,"Literature, Science, and the Arts",22,Undergraduate
1220341,Education,22,Undergraduate
1220342,"Literature, Science, and the Arts",22,Undergraduate
1220343,Medicine,22,Undergraduate
1220344,"Literature, Science, and the Arts",22,Undergraduate
1220345,"Literature, Science, and the Arts",22,Undergraduate
1220346,"Literature, Science, and the Arts",22,Undergraduate
1220347,Engineering,22,Undergraduate
1220348,"Literature, Science, and the Arts",22,Undergraduate
1220349,"Literature, Science, and the Arts",22,Undergraduate
1220350,"Literature, Science, and the Arts",22,Undergraduate
1220351,"Literature, Science, and the Arts",22,Undergraduate
1220352,"Literature, Science, and the Arts",22,Undergraduate
1220353,"Literature, Science, and the Arts",22,Undergraduate
1220354,"Literature, Science, and the Arts",22,Undergraduate
1220355,Education,22,Undergraduate
1220356,"Literature, Science, and the Arts",22,Undergraduate
1220357,Education,22,Undergraduate
1220358,"Literature, Science, and the Arts",22,Undergraduate
1220359,"Literature, Science, and the Arts",22,Undergraduate
1220360,Education,22,Undergraduate
1220361,"Literature, Science, and the Arts",22,Undergraduate
1220362,Engineering,22,Undergraduate
1220363,Medicine,22,Undergraduate
1220364,"Literature, Science, and the Arts",22,Undergraduate
1220365,"Literature, Science, and the Arts",22,Undergraduate
1220366,Education,22,Undergraduate
1220367,"Literature, Science, and the Arts",22,Undergraduate
1220368,Engineering,22,Undergraduate
1220369,Engineering,22,Undergraduate
1220370,"Literature, Science, and the Arts",22,Undergraduate
1220371,"Literature, Science, and the Arts",22,Undergraduate
1220372,"Literature, Science, and the Arts",22,Undergraduate
1220373,"Literature, Science, and the Arts",22,Undergraduate
1220374,Engineering,22,Undergraduate
1220375,"Literature, Science, and the Arts",22,Undergraduate
1220376,Engineering,22,Undergraduate
1220377,Education,22,Undergraduate
1220378,"Literature, Science, and the Arts",22,Undergraduate
1220379,"Literature, Science, and the Arts",22,Undergraduate
1220380,Medicine,22,Undergraduate
1220381,"Literature, Science, and the Arts",22,Undergraduate
1220382,Education,22,Undergraduate
1220383,"Literature, Science, and the Arts",22,Undergraduate
1220384,"Literature, Science, and the Arts",22,Undergraduate
1220385,"Literature, Science, and the Arts",22,Undergraduate
1220386,"Literature, Science, and the Arts",22,Undergraduate
1220387,"Literature, Science, and the Arts",22,Undergraduate
1220388,Medicine,22,Undergraduate
1220389,"Literature, Science, and the Arts",22,Undergraduate
1220390,Engineering,22,Undergraduate
1220391,"Literature, Science, and the Arts",22,Undergraduate
1220392,Medicine,22,Undergraduate
1220393,Education,22,Undergraduate
1220394,"Literature, Science, and the Arts",22,Undergraduate
1220395,"Literature, Science, and the Arts",22,Undergraduate
1220396,"Literature, Science, and the Arts",22,Undergraduate
1220397,"Literature, Science, and the Arts",22,Undergraduate
1220398,"Literature, Science, and the Arts",22,Undergraduate
1220399,"Literature, Science, and the Arts",22,Undergraduate
1220400,"Literature, Science, and the Arts",22,Undergraduate
1220401,Medicine,22,Undergraduate
1220402,"Literature, Science, and the Arts",22,Undergraduate
1220403,"Literature, Science, and the Arts",22,Undergraduate
1220404,Education,22,Undergraduate
1220405,"Literature, Science, and the Arts",22,Undergraduate
1220406,"Literature, Science, and the Arts",22,Undergraduate
1220407,"Literature, Science, and the Arts",22,Undergraduate
1220408,Medicine,22,Undergraduate
1220409,"Literature, Science, and the Arts",22,Undergraduate
1220410,"Literature, Science, and the Arts",22,Undergraduate
1220411,"Literature, Science, and the Arts",22,Undergraduate
1220412,Medicine,22,Undergraduate
1220413,Engineering,22,Undergraduate
1220414,"Literature, Science, and the Arts",22,Undergraduate
1220415,"Literature, Science, and the Arts",22,Undergraduate
1220416,"Literature, Science, and the Arts",22,Undergraduate
1220417,"Literature, Science, and the Arts",22,Undergraduate
1220418,"Literature, Science, and the Arts",22,Undergraduate
1220419,Medicine,22,Undergraduate
1220420,Engineering,22,Undergraduate
1220421,Education,22,Undergraduate
1220422,Education,22,Undergraduate
1220423,"Literature, Science, and the Arts",22,Undergraduate
1220424,Engineering,22,Undergraduate
1220425,"Literature, Science, and the Arts",22,Undergraduate
1220426,Medicine,22,Undergraduate
1220427,"Literature, Science, and the Arts",22,Undergraduate
1220428,"Literature, Science, and the Arts",22,Undergraduate
1220429,Education,22,Undergraduate
1220430,Education,22,Undergraduate
1220431,Engineering,22,Undergraduate
1220432,"Literature, Science, and the Arts",22,Undergraduate
1220433,"Literature, Science, and the Arts",22,Undergraduate
1220434,Engineering,22,Undergraduate
1220435,"Literature, Science, and the Arts",22,Undergraduate
1220436,Medicine,22,Undergraduate
1220437,"Literature, Science, and the Arts",22,Undergraduate
1220438,Medicine,22,Undergraduate
1220439,"Literature, Science, and the Arts",22,Undergraduate
1220440,Medicine,22,Undergraduate
1220441,"Literature, Science, and the Arts",22,Undergraduate
1220442,"Literature, Science, and the Arts",22,Undergraduate
1220443,"Literature, Science, and the Arts",22,Undergraduate
1220444,Medicine,22,Undergraduate
1220445,Engineering,22,Undergraduate
1220446,"Literature, Science, and the Arts",22,Undergraduate
1220447,"Literature, Science, and the Arts",22,Undergraduate
1220448,Engineering,22,Undergraduate
1220449,Engineering,22,Undergraduate
1220450,"Literature, Science, and the Arts",22,Undergraduate
1220451,"Literature, Science, and the Arts",22,Undergraduate
1220452,Education,22,Undergraduate
1220453,Engineering,22,Undergraduate
1220454,"Literature, Science, and the Arts",22,Undergraduate
1220455,Medicine,22,Undergraduate
1220456,Medicine,22,Undergraduate
1220457,"Literature, Science, and the Arts",22,Undergraduate
1220458,"Literature, Science, and the Arts",22,Undergraduate
1220459,Education,22,Undergraduate
1220460,"Literature, Science, and the Arts",22,Undergraduate
1220461,"Literature, Science, and the Arts",22,Undergraduate
1220462,"Literature, Science, and the Arts",22,Undergraduate
1220463,"Literature, Science, and the Arts",22,Undergraduate
1220464,"Literature, Science, and the Arts",22,Undergraduate
1220465,"Literature, Science, and the Arts",22,Undergraduate
1220466,Medicine,22,Undergraduate
1220467,Education,22,Undergraduate
1220468,"Literature, Science, and the Arts",22,Undergraduate
1220469,"Literature, Science, and the Arts",22,Undergraduate
1220470,"Literature, Science, and the Arts",22,Undergraduate
1220471,"Literature, Science, and the Arts",22,Undergraduate
1220472,"Literature, Science, and the Arts",22,Undergraduate
1220473,"Literature, Science, and the Arts",22,Undergraduate
1220474,"Literature, Science, and the Arts",22,Undergraduate
1220475,"Literature, Science, and the Arts",22,Undergraduate
1220476,"Literature, Science, and the Arts",22,Undergraduate
1220477,Education,22,Undergraduate
1220478,"Literature, Science, and the Arts",22,Undergraduate
1220479,"Literature, Science, and the Arts",22,Undergraduate
1220480,Education,22,Undergraduate
1220481,"Literature, Science, and the Arts",22,Undergraduate
1220482,"Literature, Science, and the Arts",22,Undergraduate
1220483,Medicine,22,Undergraduate
1220484,"Literature, Science, and the Arts",22,Undergraduate
1220485,"Literature, Science, and the Arts",22,Undergraduate
1220486,Engineering,22,Undergraduate
1220487,"Literature, Science, and the Arts",22,Undergraduate
1220488,Engineering,22,Undergraduate
1220489,"Literature, Science, and the Arts",22,Undergraduate
1220490,Medicine,22,Undergraduate
1220491,"Literature, Science, and the Arts",22,Undergraduate
1220492,"Literature, Science, and the Arts",22,Undergraduate
1220493,"Literature, Science, and the Arts",22,Undergraduate
1220494,"Literature, Science, and the Arts",22,Undergraduate
1220495,"Literature, Science, and the Arts",22,Undergraduate
1220496,"Literature, Science, and the Arts",22,Undergraduate
1220497,Education,22,Undergraduate
1220498,Engineering,22,Undergraduate
1220499,Education,22,Undergraduate
1220500,"Literature, Science, and the Arts",22,Undergraduate
1220501,Medicine,22,Undergraduate
1220502,Medicine,22,Undergraduate
1220503,Medicine,22,Undergraduate
